base_id,text,intent,clean_text,emojis,excess_punct_count,label
complaint_006,"Hey, Har baar delivery delay hoti hai aapki company se, very bad experience.!",complaint,"Hey, Har baar delivery delay hoti hai aapki company se, very bad experience.!",,0,0
complaint_006,"Bhai Har baar delivery delay hoti hai aapki company se, very bad experience. jaldi batao",complaint,"Bhai Har baar delivery delay hoti hai aapki company se, very bad experience. jaldi batao",,0,0
complaint_006,"Sir Har baar delivery delay hoti hai aapki company se, very bad experience. kindly confirm",complaint,"Sir Har baar delivery delay hoti hai aapki company se, very bad experience. kindly confirm",,0,0
complaint_006,"Sunna Har baar delivery delay hoti hai aapki company se, very bad experience....",complaint,"Sunna Har baar delivery delay hoti hai aapki company se, very bad experience.",,1,0
complaint_006,"Dekho Har baar delivery delay hoti hai aapki company se, very bad experience. actually",complaint,"Dekho Har baar delivery delay hoti hai aapki company se, very bad experience. actually",,0,0
complaint_006,"Hello team, Har baar delivery delay hoti hai aapki company se, very bad experience.",complaint,"Hello team, Har baar delivery delay hoti hai aapki company se, very bad experience.",,0,0
complaint_007,App bar bar crash ho raha hai aur checkout fail ho raha hai.,complaint,App bar bar crash ho raha hai aur checkout fail ho raha hai.,,0,0
complaint_007,Arre App bar bar crash ho raha hai aur checkout fail ho raha hai. please,complaint,Arre App bar bar crash ho raha hai aur checkout fail ho raha hai. please,,0,0
complaint_007,"Hey, App bar bar crash ho raha hai aur checkout fail ho raha hai.!",complaint,"Hey, App bar bar crash ho raha hai aur checkout fail ho raha hai.!",,0,0
complaint_007,Bhai App bar bar crash ho raha hai aur checkout fail ho raha hai. jaldi batao,complaint,Bhai App bar bar crash ho raha hai aur checkout fail ho raha hai. jaldi batao,,0,0
complaint_007,Sir App bar bar crash ho raha hai aur checkout fail ho raha hai. kindly confirm,complaint,Sir App bar bar crash ho raha hai aur checkout fail ho raha hai. kindly confirm,,0,0
complaint_007,Sunna App bar bar crash ho raha hai aur checkout fail ho raha hai....,complaint,Sunna App bar bar crash ho raha hai aur checkout fail ho raha hai.,,1,0
complaint_007,Dekho App bar bar crash ho raha hai aur checkout fail ho raha hai. actually,complaint,Dekho App bar bar crash ho raha hai aur checkout fail ho raha hai. actually,,0,0
complaint_007,"Hello team, App bar bar crash ho raha hai aur checkout fail ho raha hai.",complaint,"Hello team, App bar bar crash ho raha hai aur checkout fail ho raha hai.",,0,0
complaint_008,"Galat product bhej diya aapne, mujhe ye wala nahi chahiye tha.",complaint,"Galat product bhej diya aapne, mujhe ye wala nahi chahiye tha.",,0,0
complaint_008,"Arre Galat product bhej diya aapne, mujhe ye wala nahi chahiye tha. please",complaint,"Arre Galat product bhej diya aapne, mujhe ye wala nahi chahiye tha. please",,0,0
complaint_008,"Hey, Galat product bhej diya aapne, mujhe ye wala nahi chahiye tha.!",complaint,"Hey, Galat product bhej diya aapne, mujhe ye wala nahi chahiye tha.!",,0,0
complaint_008,"Bhai Galat product bhej diya aapne, mujhe ye wala nahi chahiye tha. jaldi batao",complaint,"Bhai Galat product bhej diya aapne, mujhe ye wala nahi chahiye tha. jaldi batao",,0,0
complaint_008,"Sir Galat product bhej diya aapne, mujhe ye wala nahi chahiye tha. kindly confirm",complaint,"Sir Galat product bhej diya aapne, mujhe ye wala nahi chahiye tha. kindly confirm",,0,0
complaint_008,"Sunna Galat product bhej diya aapne, mujhe ye wala nahi chahiye tha....",complaint,"Sunna Galat product bhej diya aapne, mujhe ye wala nahi chahiye tha.",,1,0
complaint_008,"Dekho Galat product bhej diya aapne, mujhe ye wala nahi chahiye tha. actually",complaint,"Dekho Galat product bhej diya aapne, mujhe ye wala nahi chahiye tha. actually",,0,0
complaint_008,"Hello team, Galat product bhej diya aapne, mujhe ye wala nahi chahiye tha.",complaint,"Hello team, Galat product bhej diya aapne, mujhe ye wala nahi chahiye tha.",,0,0
complaint_009,"Customer support pe koi call receive nahi kar raha, fraud company hai kya?",complaint,"Customer support pe koi call receive nahi kar raha, fraud company hai kya?",,0,0
complaint_009,"Arre Customer support pe koi call receive nahi kar raha, fraud company hai kya? please",complaint,"Arre Customer support pe koi call receive nahi kar raha, fraud company hai kya? please",,0,0
complaint_009,"Hey, Customer support pe koi call receive nahi kar raha, fraud company hai kya?!",complaint,"Hey, Customer support pe koi call receive nahi kar raha, fraud company hai kya?!",,0,0
complaint_009,"Bhai Customer support pe koi call receive nahi kar raha, fraud company hai kya? jaldi batao",complaint,"Bhai Customer support pe koi call receive nahi kar raha, fraud company hai kya? jaldi batao",,0,0
complaint_009,"Sir Customer support pe koi call receive nahi kar raha, fraud company hai kya? kindly confirm",complaint,"Sir Customer support pe koi call receive nahi kar raha, fraud company hai kya? kindly confirm",,0,0
complaint_009,"Sunna Customer support pe koi call receive nahi kar raha, fraud company hai kya?...",complaint,"Sunna Customer support pe koi call receive nahi kar raha, fraud company hai kya?.",,1,0
complaint_009,"Dekho Customer support pe koi call receive nahi kar raha, fraud company hai kya? actually",complaint,"Dekho Customer support pe koi call receive nahi kar raha, fraud company hai kya? actually",,0,0
complaint_009,"Hello team, Customer support pe koi call receive nahi kar raha, fraud company hai kya?",complaint,"Hello team, Customer support pe koi call receive nahi kar raha, fraud company hai kya?",,0,0
complaint_011,"Bill me extra charges add kar diye bina bataye, resolve it immediately.",complaint,"Bill me extra charges add kar diye bina bataye, resolve it immediately.",,0,0
complaint_011,"Arre Bill me extra charges add kar diye bina bataye, resolve it immediately. please",complaint,"Arre Bill me extra charges add kar diye bina bataye, resolve it immediately. please",,0,0
complaint_011,"Hey, Bill me extra charges add kar diye bina bataye, resolve it immediately.!",complaint,"Hey, Bill me extra charges add kar diye bina bataye, resolve it immediately.!",,0,0
complaint_011,"Bhai Bill me extra charges add kar diye bina bataye, resolve it immediately. jaldi batao",complaint,"Bhai Bill me extra charges add kar diye bina bataye, resolve it immediately. jaldi batao",,0,0
complaint_011,"Sir Bill me extra charges add kar diye bina bataye, resolve it immediately. kindly confirm",complaint,"Sir Bill me extra charges add kar diye bina bataye, resolve it immediately. kindly confirm",,0,0
complaint_011,"Sunna Bill me extra charges add kar diye bina bataye, resolve it immediately....",complaint,"Sunna Bill me extra charges add kar diye bina bataye, resolve it immediately.",,1,0
complaint_011,"Dekho Bill me extra charges add kar diye bina bataye, resolve it immediately. actually",complaint,"Dekho Bill me extra charges add kar diye bina bataye, resolve it immediately. actually",,0,0
complaint_011,"Hello team, Bill me extra charges add kar diye bina bataye, resolve it immediately.",complaint,"Hello team, Bill me extra charges add kar diye bina bataye, resolve it immediately.",,0,0
complaint_013,"Food totally cold and stale tha, hygiene bilkul zero hai.",complaint,"Food totally cold and stale tha, hygiene bilkul zero hai.",,0,0
complaint_013,"Arre Food totally cold and stale tha, hygiene bilkul zero hai. please",complaint,"Arre Food totally cold and stale tha, hygiene bilkul zero hai. please",,0,0
complaint_013,"Hey, Food totally cold and stale tha, hygiene bilkul zero hai.!",complaint,"Hey, Food totally cold and stale tha, hygiene bilkul zero hai.!",,0,0
complaint_013,"Bhai Food totally cold and stale tha, hygiene bilkul zero hai. jaldi batao",complaint,"Bhai Food totally cold and stale tha, hygiene bilkul zero hai. jaldi batao",,0,0
complaint_013,"Sir Food totally cold and stale tha, hygiene bilkul zero hai. kindly confirm",complaint,"Sir Food totally cold and stale tha, hygiene bilkul zero hai. kindly confirm",,0,0
complaint_013,"Sunna Food totally cold and stale tha, hygiene bilkul zero hai....",complaint,"Sunna Food totally cold and stale tha, hygiene bilkul zero hai.",,1,0
complaint_013,"Dekho Food totally cold and stale tha, hygiene bilkul zero hai. actually",complaint,"Dekho Food totally cold and stale tha, hygiene bilkul zero hai. actually",,0,0
complaint_013,"Hello team, Food totally cold and stale tha, hygiene bilkul zero hai.",complaint,"Hello team, Food totally cold and stale tha, hygiene bilkul zero hai.",,0,0
complaint_014,Refund initiate huye 10 din ho gaye par bank me credit nahi aaya.,complaint,Refund initiate huye 10 din ho gaye par bank me credit nahi aaya.,,0,0
complaint_014,Arre Refund initiate huye 10 din ho gaye par bank me credit nahi aaya. please,complaint,Arre Refund initiate huye 10 din ho gaye par bank me credit nahi aaya. please,,0,0
complaint_014,"Hey, Refund initiate huye 10 din ho gaye par bank me credit nahi aaya.!",complaint,"Hey, Refund initiate huye 10 din ho gaye par bank me credit nahi aaya.!",,0,0
complaint_014,Bhai Refund initiate huye 10 din ho gaye par bank me credit nahi aaya. jaldi batao,complaint,Bhai Refund initiate huye 10 din ho gaye par bank me credit nahi aaya. jaldi batao,,0,0
complaint_014,Sir Refund initiate huye 10 din ho gaye par bank me credit nahi aaya. kindly confirm,complaint,Sir Refund initiate huye 10 din ho gaye par bank me credit nahi aaya. kindly confirm,,0,0
complaint_014,Sunna Refund initiate huye 10 din ho gaye par bank me credit nahi aaya....,complaint,Sunna Refund initiate huye 10 din ho gaye par bank me credit nahi aaya.,,1,0
complaint_014,Dekho Refund initiate huye 10 din ho gaye par bank me credit nahi aaya. actually,complaint,Dekho Refund initiate huye 10 din ho gaye par bank me credit nahi aaya. actually,,0,0
complaint_014,"Hello team, Refund initiate huye 10 din ho gaye par bank me credit nahi aaya.",complaint,"Hello team, Refund initiate huye 10 din ho gaye par bank me credit nahi aaya.",,0,0
complaint_017,Network connectivity issue solve nahi hua 2 weeks se.,complaint,Network connectivity issue solve nahi hua 2 weeks se.,,0,0
complaint_017,Arre Network connectivity issue solve nahi hua 2 weeks se. please,complaint,Arre Network connectivity issue solve nahi hua 2 weeks se. please,,0,0
complaint_017,"Hey, Network connectivity issue solve nahi hua 2 weeks se.!",complaint,"Hey, Network connectivity issue solve nahi hua 2 weeks se.!",,0,0
complaint_017,Bhai Network connectivity issue solve nahi hua 2 weeks se. jaldi batao,complaint,Bhai Network connectivity issue solve nahi hua 2 weeks se. jaldi batao,,0,0
complaint_017,Sir Network connectivity issue solve nahi hua 2 weeks se. kindly confirm,complaint,Sir Network connectivity issue solve nahi hua 2 weeks se. kindly confirm,,0,0
complaint_017,Sunna Network connectivity issue solve nahi hua 2 weeks se....,complaint,Sunna Network connectivity issue solve nahi hua 2 weeks se.,,1,0
complaint_017,Dekho Network connectivity issue solve nahi hua 2 weeks se. actually,complaint,Dekho Network connectivity issue solve nahi hua 2 weeks se. actually,,0,0
complaint_017,"Hello team, Network connectivity issue solve nahi hua 2 weeks se.",complaint,"Hello team, Network connectivity issue solve nahi hua 2 weeks se.",,0,0
complaint_018,"Mujhe manager se baat karni hai, agent problem resolve nahi kar paa raha.",complaint,"Mujhe manager se baat karni hai, agent problem resolve nahi kar paa raha.",,0,0
complaint_018,"Arre Mujhe manager se baat karni hai, agent problem resolve nahi kar paa raha. please",complaint,"Arre Mujhe manager se baat karni hai, agent problem resolve nahi kar paa raha. please",,0,0
complaint_018,"Hey, Mujhe manager se baat karni hai, agent problem resolve nahi kar paa raha.!",complaint,"Hey, Mujhe manager se baat karni hai, agent problem resolve nahi kar paa raha.!",,0,0
complaint_018,"Bhai Mujhe manager se baat karni hai, agent problem resolve nahi kar paa raha. jaldi batao",complaint,"Bhai Mujhe manager se baat karni hai, agent problem resolve nahi kar paa raha. jaldi batao",,0,0
complaint_018,"Sir Mujhe manager se baat karni hai, agent problem resolve nahi kar paa raha. kindly confirm",complaint,"Sir Mujhe manager se baat karni hai, agent problem resolve nahi kar paa raha. kindly confirm",,0,0
complaint_018,"Sunna Mujhe manager se baat karni hai, agent problem resolve nahi kar paa raha....",complaint,"Sunna Mujhe manager se baat karni hai, agent problem resolve nahi kar paa raha.",,1,0
complaint_018,"Dekho Mujhe manager se baat karni hai, agent problem resolve nahi kar paa raha. actually",complaint,"Dekho Mujhe manager se baat karni hai, agent problem resolve nahi kar paa raha. actually",,0,0
complaint_018,"Hello team, Mujhe manager se baat karni hai, agent problem resolve nahi kar paa raha.",complaint,"Hello team, Mujhe manager se baat karni hai, agent problem resolve nahi kar paa raha.",,0,0
complaint_021,Booking cancel kar di par cancellation charges kyu kaate mere?,complaint,Booking cancel kar di par cancellation charges kyu kaate mere?,,0,0
complaint_021,Arre Booking cancel kar di par cancellation charges kyu kaate mere? please,complaint,Arre Booking cancel kar di par cancellation charges kyu kaate mere? please,,0,0
complaint_021,"Hey, Booking cancel kar di par cancellation charges kyu kaate mere?!",complaint,"Hey, Booking cancel kar di par cancellation charges kyu kaate mere?!",,0,0
complaint_021,Bhai Booking cancel kar di par cancellation charges kyu kaate mere? jaldi batao,complaint,Bhai Booking cancel kar di par cancellation charges kyu kaate mere? jaldi batao,,0,0
complaint_021,Sir Booking cancel kar di par cancellation charges kyu kaate mere? kindly confirm,complaint,Sir Booking cancel kar di par cancellation charges kyu kaate mere? kindly confirm,,0,0
complaint_021,Sunna Booking cancel kar di par cancellation charges kyu kaate mere?...,complaint,Sunna Booking cancel kar di par cancellation charges kyu kaate mere?.,,1,0
complaint_021,Dekho Booking cancel kar di par cancellation charges kyu kaate mere? actually,complaint,Dekho Booking cancel kar di par cancellation charges kyu kaate mere? actually,,0,0
complaint_021,"Hello team, Booking cancel kar di par cancellation charges kyu kaate mere?",complaint,"Hello team, Booking cancel kar di par cancellation charges kyu kaate mere?",,0,0
complaint_022,Ye product description se match nahi karta bilkul fake item hai.,complaint,Ye product description se match nahi karta bilkul fake item hai.,,0,0
complaint_022,Arre Ye product description se match nahi karta bilkul fake item hai. please,complaint,Arre Ye product description se match nahi karta bilkul fake item hai. please,,0,0
complaint_022,"Hey, Ye product description se match nahi karta bilkul fake item hai.!",complaint,"Hey, Ye product description se match nahi karta bilkul fake item hai.!",,0,0
complaint_022,Bhai Ye product description se match nahi karta bilkul fake item hai. jaldi batao,complaint,Bhai Ye product description se match nahi karta bilkul fake item hai. jaldi batao,,0,0
complaint_022,Sir Ye product description se match nahi karta bilkul fake item hai. kindly confirm,complaint,Sir Ye product description se match nahi karta bilkul fake item hai. kindly confirm,,0,0
complaint_022,Sunna Ye product description se match nahi karta bilkul fake item hai....,complaint,Sunna Ye product description se match nahi karta bilkul fake item hai.,,1,0
complaint_022,Dekho Ye product description se match nahi karta bilkul fake item hai. actually,complaint,Dekho Ye product description se match nahi karta bilkul fake item hai. actually,,0,0
complaint_022,"Hello team, Ye product description se match nahi karta bilkul fake item hai.",complaint,"Hello team, Ye product description se match nahi karta bilkul fake item hai.",,0,0
complaint_023,"Internet speed promise se half bhi nahi aa rahi hai, complaint file karo.",complaint,"Internet speed promise se half bhi nahi aa rahi hai, complaint file karo.",,0,0
complaint_023,"Arre Internet speed promise se half bhi nahi aa rahi hai, complaint file karo. please",complaint,"Arre Internet speed promise se half bhi nahi aa rahi hai, complaint file karo. please",,0,0
complaint_023,"Hey, Internet speed promise se half bhi nahi aa rahi hai, complaint file karo.!",complaint,"Hey, Internet speed promise se half bhi nahi aa rahi hai, complaint file karo.!",,0,0
complaint_023,"Bhai Internet speed promise se half bhi nahi aa rahi hai, complaint file karo. jaldi batao",complaint,"Bhai Internet speed promise se half bhi nahi aa rahi hai, complaint file karo. jaldi batao",,0,0
complaint_023,"Sir Internet speed promise se half bhi nahi aa rahi hai, complaint file karo. kindly confirm",complaint,"Sir Internet speed promise se half bhi nahi aa rahi hai, complaint file karo. kindly confirm",,0,0
complaint_023,"Sunna Internet speed promise se half bhi nahi aa rahi hai, complaint file karo....",complaint,"Sunna Internet speed promise se half bhi nahi aa rahi hai, complaint file karo.",,1,0
complaint_023,"Dekho Internet speed promise se half bhi nahi aa rahi hai, complaint file karo. actually",complaint,"Dekho Internet speed promise se half bhi nahi aa rahi hai, complaint file karo. actually",,0,0
complaint_023,"Hello team, Internet speed promise se half bhi nahi aa rahi hai, complaint file karo.",complaint,"Hello team, Internet speed promise se half bhi nahi aa rahi hai, complaint file karo.",,0,0
complaint_024,Technical support team bilkul useless hai koi response nahi deta.,complaint,Technical support team bilkul useless hai koi response nahi deta.,,0,0
complaint_024,Arre Technical support team bilkul useless hai koi response nahi deta. please,complaint,Arre Technical support team bilkul useless hai koi response nahi deta. please,,0,0
complaint_024,"Hey, Technical support team bilkul useless hai koi response nahi deta.!",complaint,"Hey, Technical support team bilkul useless hai koi response nahi deta.!",,0,0
complaint_024,Bhai Technical support team bilkul useless hai koi response nahi deta. jaldi batao,complaint,Bhai Technical support team bilkul useless hai koi response nahi deta. jaldi batao,,0,0
complaint_024,Sir Technical support team bilkul useless hai koi response nahi deta. kindly confirm,complaint,Sir Technical support team bilkul useless hai koi response nahi deta. kindly confirm,,0,0
complaint_024,Sunna Technical support team bilkul useless hai koi response nahi deta....,complaint,Sunna Technical support team bilkul useless hai koi response nahi deta.,,1,0
complaint_024,Dekho Technical support team bilkul useless hai koi response nahi deta. actually,complaint,Dekho Technical support team bilkul useless hai koi response nahi deta. actually,,0,0
complaint_024,"Hello team, Technical support team bilkul useless hai koi response nahi deta.",complaint,"Hello team, Technical support team bilkul useless hai koi response nahi deta.",,0,0
complaint_025,Package open mila mujhe seal already broken thi.,complaint,Package open mila mujhe seal already broken thi.,,0,0
complaint_025,Arre Package open mila mujhe seal already broken thi. please,complaint,Arre Package open mila mujhe seal already broken thi. please,,0,0
complaint_025,"Hey, Package open mila mujhe seal already broken thi.!",complaint,"Hey, Package open mila mujhe seal already broken thi.!",,0,0
complaint_025,Bhai Package open mila mujhe seal already broken thi. jaldi batao,complaint,Bhai Package open mila mujhe seal already broken thi. jaldi batao,,0,0
complaint_025,Sir Package open mila mujhe seal already broken thi. kindly confirm,complaint,Sir Package open mila mujhe seal already broken thi. kindly confirm,,0,0
complaint_025,Sunna Package open mila mujhe seal already broken thi....,complaint,Sunna Package open mila mujhe seal already broken thi.,,1,0
complaint_025,Dekho Package open mila mujhe seal already broken thi. actually,complaint,Dekho Package open mila mujhe seal already broken thi. actually,,0,0
complaint_025,"Hello team, Package open mila mujhe seal already broken thi.",complaint,"Hello team, Package open mila mujhe seal already broken thi.",,0,0
complaint_027,Payment do baar deduct ho gayi single transaction ke liye.,complaint,Payment do baar deduct ho gayi single transaction ke liye.,,0,0
complaint_027,Arre Payment do baar deduct ho gayi single transaction ke liye. please,complaint,Arre Payment do baar deduct ho gayi single transaction ke liye. please,,0,0
complaint_027,"Hey, Payment do baar deduct ho gayi single transaction ke liye.!",complaint,"Hey, Payment do baar deduct ho gayi single transaction ke liye.!",,0,0
complaint_027,Bhai Payment do baar deduct ho gayi single transaction ke liye. jaldi batao,complaint,Bhai Payment do baar deduct ho gayi single transaction ke liye. jaldi batao,,0,0
complaint_027,Sir Payment do baar deduct ho gayi single transaction ke liye. kindly confirm,complaint,Sir Payment do baar deduct ho gayi single transaction ke liye. kindly confirm,,0,0
complaint_027,Sunna Payment do baar deduct ho gayi single transaction ke liye....,complaint,Sunna Payment do baar deduct ho gayi single transaction ke liye.,,1,0
complaint_027,Dekho Payment do baar deduct ho gayi single transaction ke liye. actually,complaint,Dekho Payment do baar deduct ho gayi single transaction ke liye. actually,,0,0
complaint_027,"Hello team, Payment do baar deduct ho gayi single transaction ke liye.",complaint,"Hello team, Payment do baar deduct ho gayi single transaction ke liye.",,0,0
complaint_030,Mujhe compensation chahiye jo inconvenience create hui hai.,complaint,Mujhe compensation chahiye jo inconvenience create hui hai.,,0,0
complaint_030,Arre Mujhe compensation chahiye jo inconvenience create hui hai. please,complaint,Arre Mujhe compensation chahiye jo inconvenience create hui hai. please,,0,0
complaint_030,"Hey, Mujhe compensation chahiye jo inconvenience create hui hai.!",complaint,"Hey, Mujhe compensation chahiye jo inconvenience create hui hai.!",,0,0
complaint_030,Bhai Mujhe compensation chahiye jo inconvenience create hui hai. jaldi batao,complaint,Bhai Mujhe compensation chahiye jo inconvenience create hui hai. jaldi batao,,0,0
complaint_030,Sir Mujhe compensation chahiye jo inconvenience create hui hai. kindly confirm,complaint,Sir Mujhe compensation chahiye jo inconvenience create hui hai. kindly confirm,,0,0
complaint_030,Sunna Mujhe compensation chahiye jo inconvenience create hui hai....,complaint,Sunna Mujhe compensation chahiye jo inconvenience create hui hai.,,1,0
complaint_030,Dekho Mujhe compensation chahiye jo inconvenience create hui hai. actually,complaint,Dekho Mujhe compensation chahiye jo inconvenience create hui hai. actually,,0,0
complaint_030,"Hello team, Mujhe compensation chahiye jo inconvenience create hui hai.",complaint,"Hello team, Mujhe compensation chahiye jo inconvenience create hui hai.",,0,0
purchase_inquiry_001,Is product ke specifications aur pricing details share kar sakte ho?,purchase_inquiry,Is product ke specifications aur pricing details share kar sakte ho?,,0,1
purchase_inquiry_001,Arre Is product ke specifications aur pricing details share kar sakte ho? please,purchase_inquiry,Arre Is product ke specifications aur pricing details share kar sakte ho? please,,0,1
purchase_inquiry_001,"Hey, Is product ke specifications aur pricing details share kar sakte ho?!",purchase_inquiry,"Hey, Is product ke specifications aur pricing details share kar sakte ho?!",,0,1
purchase_inquiry_001,Bhai Is product ke specifications aur pricing details share kar sakte ho? jaldi batao,purchase_inquiry,Bhai Is product ke specifications aur pricing details share kar sakte ho? jaldi batao,,0,1
